productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extCardSubType,extClass,extPitchValue,extIntellect,extLife,extPower,extDefenseValue,extCost,extFlavorText
225902,"Kayo, Berserker Runt",Kayo Berserker Runt,https://tcgplayer-cdn.tcgplayer.com/product/225902_200w.jpg,62,2724,https://cpt.tcgcsv.com/3nQ2,2025-03-06T21:24:27.017,1,0.24,0.47,9.95,0.34,,Unlimited Edition Rainbow Foil,Rare,CRU002,Hero,Young,Brute,,4,19,,,,
225903,Romping Club,Romping Club,https://tcgplayer-cdn.tcgplayer.com/product/225903_200w.jpg,62,2724,https://cpt.tcgcsv.com/5nQ2,2025-03-06T21:10:22.233,1,0.27,0.87,2.0,0.49,,1st Edition Normal,Common,CRU003,Weapon,Club (2H),Brute,,,,4,,,
225903,Romping Club,Romping Club,https://tcgplayer-cdn.tcgplayer.com/product/225903_200w.jpg,62,2724,https://cpt.tcgcsv.com/5nQ2,2025-03-06T21:10:22.233,1,0.99,1.5,9.95,1.29,,Unlimited Edition Rainbow Foil,Common,CRU003,Weapon,Club (2H),Brute,,,,4,,,
225904,Mandible Claw,Mandible Claw,https://tcgplayer-cdn.tcgplayer.com/product/225904_200w.jpg,62,2724,https://cpt.tcgcsv.com/6nQ2,2025-03-06T21:24:22.673,1,109.99,122.7,225.0,117.53,,1st Edition Cold Foil,Rare,CRU004,Weapon,Claw (1H),Brute,,,,3,,,
225904,Mandible Claw,Mandible Claw,https://tcgplayer-cdn.tcgplayer.com/product/225904_200w.jpg,62,2724,https://cpt.tcgcsv.com/6nQ2,2025-03-06T21:24:22.673,1,0.2,1.3,4.99,0.59,,1st Edition Normal,Rare,CRU004,Weapon,Claw (1H),Brute,,,,3,,,
225904,Mandible Claw,Mandible Claw,https://tcgplayer-cdn.tcgplayer.com/product/225904_200w.jpg,62,2724,https://cpt.tcgcsv.com/6nQ2,2025-03-06T21:24:22.673,1,0.2,0.49,4.0,0.44,,Unlimited Edition Normal,Rare,CRU004,Weapon,Claw (1H),Brute,,,,3,,,
225904,Mandible Claw,Mandible Claw,https://tcgplayer-cdn.tcgplayer.com/product/225904_200w.jpg,62,2724,https://cpt.tcgcsv.com/6nQ2,2025-03-06T21:24:22.673,1,3.55,4.43,92.41,4.44,,Unlimited Edition Rainbow Foil,Rare,CRU004,Weapon,Claw (1H),Brute,,,,3,,,
225905,Mandible Claw (Reverse),Mandible Claw Reverse,https://tcgplayer-cdn.tcgplayer.com/product/225905_200w.jpg,62,2724,https://cpt.tcgcsv.com/7nQ2,2025-03-06T21:24:18.873,1,0.01,0.8,4.99,0.4,,1st Edition Normal,Rare,CRU005,Weapon,Claw (1H),Brute,,,,3,,,
225905,Mandible Claw (Reverse),Mandible Claw Reverse,https://tcgplayer-cdn.tcgplayer.com/product/225905_200w.jpg,62,2724,https://cpt.tcgcsv.com/7nQ2,2025-03-06T21:24:18.873,1,0.01,0.29,0.99,0.24,,Unlimited Edition Normal,Rare,CRU005,Weapon,Claw (1H),Brute,,,,3,,,
225905,Mandible Claw (Reverse),Mandible Claw Reverse,https://tcgplayer-cdn.tcgplayer.com/product/225905_200w.jpg,62,2724,https://cpt.tcgcsv.com/7nQ2,2025-03-06T21:24:18.873,1,67.0,88.0,200.0,72.56,,1st Edition Cold Foil,Rare,CRU005,Weapon,Claw (1H),Brute,,,,3,,,
225905,Mandible Claw (Reverse),Mandible Claw Reverse,https://tcgplayer-cdn.tcgplayer.com/product/225905_200w.jpg,62,2724,https://cpt.tcgcsv.com/7nQ2,2025-03-06T21:24:18.873,1,2.5,3.95,49.95,2.14,,Unlimited Edition Rainbow Foil,Rare,CRU005,Weapon,Claw (1H),Brute,,,,3,,,
225906,Skullhorn,Skullhorn,https://tcgplayer-cdn.tcgplayer.com/product/225906_200w.jpg,62,2724,https://cpt.tcgcsv.com/8nQ2,2025-03-06T21:30:37.71,1,260.0,297.0,345.0,187.0,,1st Edition Cold Foil,Majestic,CRU006,Equipment,Head,Brute,,,,,0,,
225906,Skullhorn,Skullhorn,https://tcgplayer-cdn.tcgplayer.com/product/225906_200w.jpg,62,2724,https://cpt.tcgcsv.com/8nQ2,2025-03-06T21:30:37.71,1,8.0,8.99,10.46,8.72,,Unlimited Edition Normal,Majestic,CRU006,Equipment,Head,Brute,,,,,0,,
225906,Skullhorn,Skullhorn,https://tcgplayer-cdn.tcgplayer.com/product/225906_200w.jpg,62,2724,https://cpt.tcgcsv.com/8nQ2,2025-03-06T21:30:37.71,1,14.0,17.5,32.89,7.91,,1st Edition Normal,Majestic,CRU006,Equipment,Head,Brute,,,,,0,,
225906,Skullhorn,Skullhorn,https://tcgplayer-cdn.tcgplayer.com/product/225906_200w.jpg,62,2724,https://cpt.tcgcsv.com/8nQ2,2025-03-06T21:30:37.71,1,27.7,33.98,69.97,20.45,,Unlimited Edition Rainbow Foil,Majestic,CRU006,Equipment,Head,Brute,,,,,0,,
225907,Beast Within,Beast Within,https://tcgplayer-cdn.tcgplayer.com/product/225907_200w.jpg,62,2724,https://cpt.tcgcsv.com/9nQ2,2025-03-06T21:10:36.47,1,30.0,30.84,79.99,30.26,,1st Edition Rainbow Foil,Majestic,CRU007,Action,Attack,Brute,2,,,6,3,3,
225907,Beast Within,Beast Within,https://tcgplayer-cdn.tcgplayer.com/product/225907_200w.jpg,62,2724,https://cpt.tcgcsv.com/9nQ2,2025-03-06T21:10:36.47,1,8.04,10.69,37.99,9.66,,1st Edition Normal,Majestic,CRU007,Action,Attack,Brute,2,,,6,3,3,
225907,Beast Within,Beast Within,https://tcgplayer-cdn.tcgplayer.com/product/225907_200w.jpg,62,2724,https://cpt.tcgcsv.com/9nQ2,2025-03-06T21:10:36.47,1,5.15,9.03,24.99,7.7,,Unlimited Edition Normal,Majestic,CRU007,Action,Attack,Brute,2,,,6,3,3,
225907,Beast Within,Beast Within,https://tcgplayer-cdn.tcgplayer.com/product/225907_200w.jpg,62,2724,https://cpt.tcgcsv.com/9nQ2,2025-03-06T21:10:36.47,1,10.0,12.94,49.95,11.4,,Unlimited Edition Rainbow Foil,Majestic,CRU007,Action,Attack,Brute,2,,,6,3,3,
225908,Massacre,Massacre,https://tcgplayer-cdn.tcgplayer.com/product/225908_200w.jpg,62,2724,https://cpt.tcgcsv.com/bnQ2,2025-03-06T21:16:23.677,1,6.0,9.6,32.87,5.91,,1st Edition Rainbow Foil,Majestic,CRU008,Action,Attack,Brute,1,,,6,3,3,
225908,Massacre,Massacre,https://tcgplayer-cdn.tcgplayer.com/product/225908_200w.jpg,62,2724,https://cpt.tcgcsv.com/bnQ2,2025-03-06T21:16:23.677,1,0.5,1.49,19.99,0.79,,Unlimited Edition Normal,Majestic,CRU008,Action,Attack,Brute,1,,,6,3,3,
225908,Massacre,Massacre,https://tcgplayer-cdn.tcgplayer.com/product/225908_200w.jpg,62,2724,https://cpt.tcgcsv.com/bnQ2,2025-03-06T21:16:23.677,1,0.95,2.49,19.99,1.16,,1st Edition Normal,Majestic,CRU008,Action,Attack,Brute,1,,,6,3,3,
225908,Massacre,Massacre,https://tcgplayer-cdn.tcgplayer.com/product/225908_200w.jpg,62,2724,https://cpt.tcgcsv.com/bnQ2,2025-03-06T21:16:23.677,1,3.12,3.72,29.99,3.47,,Unlimited Edition Rainbow Foil,Majestic,CRU008,Action,Attack,Brute,1,,,6,3,3,
225909,Argh... Smash!,Argh Smash,https://tcgplayer-cdn.tcgplayer.com/product/225909_200w.jpg,62,2724,https://cpt.tcgcsv.com/cnQ2,2025-03-06T21:24:13.153,1,10.0,12.29,19.99,4.36,,1st Edition Normal,Majestic,CRU009,Action,,Brute,2,,,,3,3,
225909,Argh... Smash!,Argh Smash,https://tcgplayer-cdn.tcgplayer.com/product/225909_200w.jpg,62,2724,https://cpt.tcgcsv.com/cnQ2,2025-03-06T21:24:13.153,1,5.05,7.23,1798.85,6.22,,Unlimited Edition Normal,Majestic,CRU009,Action,,Brute,2,,,,3,3,
225909,Argh... Smash!,Argh Smash,https://tcgplayer-cdn.tcgplayer.com/product/225909_200w.jpg,62,2724,https://cpt.tcgcsv.com/cnQ2,2025-03-06T21:24:13.153,1,9.99,14.0,49.99,10.16,,1st Edition Rainbow Foil,Majestic,CRU009,Action,,Brute,2,,,,3,3,
225909,Argh... Smash!,Argh Smash,https://tcgplayer-cdn.tcgplayer.com/product/225909_200w.jpg,62,2724,https://cpt.tcgcsv.com/cnQ2,2025-03-06T21:24:13.153,1,9.22,10.44,20.0,7.98,,Unlimited Edition Rainbow Foil,Majestic,CRU009,Action,,Brute,2,,,,3,3,
225910,Barraging Big Horn (Red),Barraging Big Horn Red,https://tcgplayer-cdn.tcgplayer.com/product/225910_200w.jpg,62,2724,https://cpt.tcgcsv.com/dnQ2,2025-03-06T21:21:45.327,1,0.8,1.38,150.0,,,1st Edition Rainbow Foil,Rare,CRU010,Action,Attack,Brute,1,,,7,3,2,"<em>""Big Horn? Big problem!"" - Togark</em>"
225910,Barraging Big Horn (Red),Barraging Big Horn Red,https://tcgplayer-cdn.tcgplayer.com/product/225910_200w.jpg,62,2724,https://cpt.tcgcsv.com/dnQ2,2025-03-06T21:21:45.327,1,0.07,0.25,1.47,0.14,,Unlimited Edition Normal,Rare,CRU010,Action,Attack,Brute,1,,,7,3,2,"<em>""Big Horn? Big problem!"" - Togark</em>"
225910,Barraging Big Horn (Red),Barraging Big Horn Red,https://tcgplayer-cdn.tcgplayer.com/product/225910_200w.jpg,62,2724,https://cpt.tcgcsv.com/dnQ2,2025-03-06T21:21:45.327,1,0.01,0.3,3.0,0.2,,1st Edition Normal,Rare,CRU010,Action,Attack,Brute,1,,,7,3,2,"<em>""Big Horn? Big problem!"" - Togark</em>"
225910,Barraging Big Horn (Red),Barraging Big Horn Red,https://tcgplayer-cdn.tcgplayer.com/product/225910_200w.jpg,62,2724,https://cpt.tcgcsv.com/dnQ2,2025-03-06T21:21:45.327,1,0.09,0.25,9.95,0.18,,Unlimited Edition Rainbow Foil,Rare,CRU010,Action,Attack,Brute,1,,,7,3,2,"<em>""Big Horn? Big problem!"" - Togark</em>"
225911,Barraging Big Horn (Yellow),Barraging Big Horn Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225911_200w.jpg,62,2724,https://cpt.tcgcsv.com/fnQ2,2025-03-06T21:21:41.057,1,0.25,0.31,1.99,0.28,,1st Edition Normal,Rare,CRU011,Action,Attack,Brute,2,,,6,3,2,"<em>""Big Horn? Big problem!"" - Togark</em>"
225911,Barraging Big Horn (Yellow),Barraging Big Horn Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225911_200w.jpg,62,2724,https://cpt.tcgcsv.com/fnQ2,2025-03-06T21:21:41.057,1,0.69,0.99,9.99,,,1st Edition Rainbow Foil,Rare,CRU011,Action,Attack,Brute,2,,,6,3,2,"<em>""Big Horn? Big problem!"" - Togark</em>"
225911,Barraging Big Horn (Yellow),Barraging Big Horn Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225911_200w.jpg,62,2724,https://cpt.tcgcsv.com/fnQ2,2025-03-06T21:21:41.057,1,0.17,0.28,1.56,0.21,,Unlimited Edition Normal,Rare,CRU011,Action,Attack,Brute,2,,,6,3,2,"<em>""Big Horn? Big problem!"" - Togark</em>"
225911,Barraging Big Horn (Yellow),Barraging Big Horn Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225911_200w.jpg,62,2724,https://cpt.tcgcsv.com/fnQ2,2025-03-06T21:21:41.057,1,0.25,0.43,9.95,0.41,,Unlimited Edition Rainbow Foil,Rare,CRU011,Action,Attack,Brute,2,,,6,3,2,"<em>""Big Horn? Big problem!"" - Togark</em>"
225912,Barraging Big Horn (Blue),Barraging Big Horn Blue,https://tcgplayer-cdn.tcgplayer.com/product/225912_200w.jpg,62,2724,https://cpt.tcgcsv.com/gnQ2,2025-03-06T21:22:02.323,1,0.99,1.0,8.99,,,1st Edition Rainbow Foil,Rare,CRU012,Action,Attack,Brute,3,,,5,3,2,"<em>""Big Horn? Big problem!"" - Togark</em>"
225912,Barraging Big Horn (Blue),Barraging Big Horn Blue,https://tcgplayer-cdn.tcgplayer.com/product/225912_200w.jpg,62,2724,https://cpt.tcgcsv.com/gnQ2,2025-03-06T21:22:02.323,1,0.1,0.25,0.99,0.18,,Unlimited Edition Normal,Rare,CRU012,Action,Attack,Brute,3,,,5,3,2,"<em>""Big Horn? Big problem!"" - Togark</em>"
225912,Barraging Big Horn (Blue),Barraging Big Horn Blue,https://tcgplayer-cdn.tcgplayer.com/product/225912_200w.jpg,62,2724,https://cpt.tcgcsv.com/gnQ2,2025-03-06T21:22:02.323,1,0.01,0.36,3.0,0.22,,1st Edition Normal,Rare,CRU012,Action,Attack,Brute,3,,,5,3,2,"<em>""Big Horn? Big problem!"" - Togark</em>"
225912,Barraging Big Horn (Blue),Barraging Big Horn Blue,https://tcgplayer-cdn.tcgplayer.com/product/225912_200w.jpg,62,2724,https://cpt.tcgcsv.com/gnQ2,2025-03-06T21:22:02.323,1,0.24,0.35,9.95,0.28,,Unlimited Edition Rainbow Foil,Rare,CRU012,Action,Attack,Brute,3,,,5,3,2,"<em>""Big Horn? Big problem!"" - Togark</em>"
225913,Predatory Assault (Red),Predatory Assault Red,https://tcgplayer-cdn.tcgplayer.com/product/225913_200w.jpg,62,2724,https://cpt.tcgcsv.com/hnQ2,2025-03-06T21:18:09.683,1,0.41,0.56,11.69,,,1st Edition Rainbow Foil,Common,CRU013,Action,Attack,Brute,1,,,6,3,2,
225913,Predatory Assault (Red),Predatory Assault Red,https://tcgplayer-cdn.tcgplayer.com/product/225913_200w.jpg,62,2724,https://cpt.tcgcsv.com/hnQ2,2025-03-06T21:18:09.683,1,0.07,0.2,1.38,0.14,,Unlimited Edition Normal,Common,CRU013,Action,Attack,Brute,1,,,6,3,2,
225913,Predatory Assault (Red),Predatory Assault Red,https://tcgplayer-cdn.tcgplayer.com/product/225913_200w.jpg,62,2724,https://cpt.tcgcsv.com/hnQ2,2025-03-06T21:18:09.683,1,0.01,0.34,1.0,0.22,,1st Edition Normal,Common,CRU013,Action,Attack,Brute,1,,,6,3,2,
225913,Predatory Assault (Red),Predatory Assault Red,https://tcgplayer-cdn.tcgplayer.com/product/225913_200w.jpg,62,2724,https://cpt.tcgcsv.com/hnQ2,2025-03-06T21:18:09.683,1,0.1,0.25,9.95,0.2,,Unlimited Edition Rainbow Foil,Common,CRU013,Action,Attack,Brute,1,,,6,3,2,
225914,Predatory Assault (Yellow),Predatory Assault Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225914_200w.jpg,62,2724,https://cpt.tcgcsv.com/jnQ2,2025-03-06T21:18:04.863,1,0.01,5.0,17.69,1.0,,1st Edition Rainbow Foil,Common,CRU014,Action,Attack,Brute,2,,,5,3,2,
225914,Predatory Assault (Yellow),Predatory Assault Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225914_200w.jpg,62,2724,https://cpt.tcgcsv.com/jnQ2,2025-03-06T21:18:04.863,1,0.01,0.25,1.0,0.19,,1st Edition Normal,Common,CRU014,Action,Attack,Brute,2,,,5,3,2,
225914,Predatory Assault (Yellow),Predatory Assault Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225914_200w.jpg,62,2724,https://cpt.tcgcsv.com/jnQ2,2025-03-06T21:18:04.863,1,0.02,0.16,0.99,0.15,,Unlimited Edition Normal,Common,CRU014,Action,Attack,Brute,2,,,5,3,2,
225914,Predatory Assault (Yellow),Predatory Assault Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225914_200w.jpg,62,2724,https://cpt.tcgcsv.com/jnQ2,2025-03-06T21:18:04.863,1,0.01,0.25,9.95,0.14,,Unlimited Edition Rainbow Foil,Common,CRU014,Action,Attack,Brute,2,,,5,3,2,
225915,Predatory Assault (Blue),Predatory Assault Blue,https://tcgplayer-cdn.tcgplayer.com/product/225915_200w.jpg,62,2724,https://cpt.tcgcsv.com/knQ2,2025-03-06T21:18:00.033,1,0.01,0.22,1.0,,,1st Edition Normal,Common,CRU015,Action,Attack,Brute,3,,,4,3,2,
225915,Predatory Assault (Blue),Predatory Assault Blue,https://tcgplayer-cdn.tcgplayer.com/product/225915_200w.jpg,62,2724,https://cpt.tcgcsv.com/knQ2,2025-03-06T21:18:00.033,1,0.25,1.8,28.69,,,1st Edition Rainbow Foil,Common,CRU015,Action,Attack,Brute,3,,,4,3,2,
225915,Predatory Assault (Blue),Predatory Assault Blue,https://tcgplayer-cdn.tcgplayer.com/product/225915_200w.jpg,62,2724,https://cpt.tcgcsv.com/knQ2,2025-03-06T21:18:00.033,1,0.05,0.16,1.43,0.15,,Unlimited Edition Normal,Common,CRU015,Action,Attack,Brute,3,,,4,3,2,
225915,Predatory Assault (Blue),Predatory Assault Blue,https://tcgplayer-cdn.tcgplayer.com/product/225915_200w.jpg,62,2724,https://cpt.tcgcsv.com/knQ2,2025-03-06T21:18:00.033,1,0.01,0.25,9.95,,,Unlimited Edition Rainbow Foil,Common,CRU015,Action,Attack,Brute,3,,,4,3,2,
225916,Riled Up (Red),Riled Up Red,https://tcgplayer-cdn.tcgplayer.com/product/225916_200w.jpg,62,2724,https://cpt.tcgcsv.com/lnQ2,2025-03-06T21:11:46.72,1,0.05,0.15,1.43,0.09,,Unlimited Edition Normal,Common,CRU016,Action,Attack,Brute,1,,,7,3,3,"<em>When word of war reached the Rek'vas Bloodboars, they were struck with fear... fear of missing out!</em>"
225916,Riled Up (Red),Riled Up Red,https://tcgplayer-cdn.tcgplayer.com/product/225916_200w.jpg,62,2724,https://cpt.tcgcsv.com/lnQ2,2025-03-06T21:11:46.72,1,0.25,0.47,17.69,,,1st Edition Rainbow Foil,Common,CRU016,Action,Attack,Brute,1,,,7,3,3,"<em>When word of war reached the Rek'vas Bloodboars, they were struck with fear... fear of missing out!</em>"
225916,Riled Up (Red),Riled Up Red,https://tcgplayer-cdn.tcgplayer.com/product/225916_200w.jpg,62,2724,https://cpt.tcgcsv.com/lnQ2,2025-03-06T21:11:46.72,1,0.01,0.2,1.0,0.1,,1st Edition Normal,Common,CRU016,Action,Attack,Brute,1,,,7,3,3,"<em>When word of war reached the Rek'vas Bloodboars, they were struck with fear... fear of missing out!</em>"
225916,Riled Up (Red),Riled Up Red,https://tcgplayer-cdn.tcgplayer.com/product/225916_200w.jpg,62,2724,https://cpt.tcgcsv.com/lnQ2,2025-03-06T21:11:46.72,1,0.05,0.26,9.95,0.54,,Unlimited Edition Rainbow Foil,Common,CRU016,Action,Attack,Brute,1,,,7,3,3,"<em>When word of war reached the Rek'vas Bloodboars, they were struck with fear... fear of missing out!</em>"
225917,Riled Up (Yellow),Riled Up Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225917_200w.jpg,62,2724,https://cpt.tcgcsv.com/mnQ2,2025-03-06T21:11:41.497,1,0.01,0.25,1.0,0.1,,1st Edition Normal,Common,CRU017,Action,Attack,Brute,2,,,6,3,3,"<em>When word of war reached the Rek'vas Bloodboars, they were struck with fear... fear of missing out!</em>"
225917,Riled Up (Yellow),Riled Up Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225917_200w.jpg,62,2724,https://cpt.tcgcsv.com/mnQ2,2025-03-06T21:11:41.497,1,0.22,1.25,15.0,,,1st Edition Rainbow Foil,Common,CRU017,Action,Attack,Brute,2,,,6,3,3,"<em>When word of war reached the Rek'vas Bloodboars, they were struck with fear... fear of missing out!</em>"
225917,Riled Up (Yellow),Riled Up Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225917_200w.jpg,62,2724,https://cpt.tcgcsv.com/mnQ2,2025-03-06T21:11:41.497,1,0.04,0.15,1.36,0.06,,Unlimited Edition Normal,Common,CRU017,Action,Attack,Brute,2,,,6,3,3,"<em>When word of war reached the Rek'vas Bloodboars, they were struck with fear... fear of missing out!</em>"
225917,Riled Up (Yellow),Riled Up Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225917_200w.jpg,62,2724,https://cpt.tcgcsv.com/mnQ2,2025-03-06T21:11:41.497,1,0.1,0.25,9.95,0.1,,Unlimited Edition Rainbow Foil,Common,CRU017,Action,Attack,Brute,2,,,6,3,3,"<em>When word of war reached the Rek'vas Bloodboars, they were struck with fear... fear of missing out!</em>"
225918,Riled Up (Blue),Riled Up Blue,https://tcgplayer-cdn.tcgplayer.com/product/225918_200w.jpg,62,2724,https://cpt.tcgcsv.com/nnQ2,2025-03-06T21:11:36.12,1,1.99,2.09,11.69,1.99,,1st Edition Rainbow Foil,Common,CRU018,Action,Attack,Brute,3,,,5,3,3,"<em>When word of war reached the Rek'vas Bloodboars, they were struck with fear... fear of missing out!</em>"
225918,Riled Up (Blue),Riled Up Blue,https://tcgplayer-cdn.tcgplayer.com/product/225918_200w.jpg,62,2724,https://cpt.tcgcsv.com/nnQ2,2025-03-06T21:11:36.12,1,0.01,0.3,1.0,0.22,,1st Edition Normal,Common,CRU018,Action,Attack,Brute,3,,,5,3,3,"<em>When word of war reached the Rek'vas Bloodboars, they were struck with fear... fear of missing out!</em>"
225918,Riled Up (Blue),Riled Up Blue,https://tcgplayer-cdn.tcgplayer.com/product/225918_200w.jpg,62,2724,https://cpt.tcgcsv.com/nnQ2,2025-03-06T21:11:36.12,1,0.06,0.2,1.0,0.17,,Unlimited Edition Normal,Common,CRU018,Action,Attack,Brute,3,,,5,3,3,"<em>When word of war reached the Rek'vas Bloodboars, they were struck with fear... fear of missing out!</em>"
225918,Riled Up (Blue),Riled Up Blue,https://tcgplayer-cdn.tcgplayer.com/product/225918_200w.jpg,62,2724,https://cpt.tcgcsv.com/nnQ2,2025-03-06T21:11:36.12,1,0.15,0.25,19.95,0.19,,Unlimited Edition Rainbow Foil,Common,CRU018,Action,Attack,Brute,3,,,5,3,3,"<em>When word of war reached the Rek'vas Bloodboars, they were struck with fear... fear of missing out!</em>"
225919,"Swing Fist, Think Later (Red)",Swing Fist Think Later Red,https://tcgplayer-cdn.tcgplayer.com/product/225919_200w.jpg,62,2724,https://cpt.tcgcsv.com/pnQ2,2025-03-06T21:37:09.21,1,0.01,0.25,1.0,,,1st Edition Normal,Common,CRU019,Action,Attack,Brute,1,,,4,3,1,"<em>""Nobody says that about my Mama."" - Thuk</em>"
225919,"Swing Fist, Think Later (Red)",Swing Fist Think Later Red,https://tcgplayer-cdn.tcgplayer.com/product/225919_200w.jpg,62,2724,https://cpt.tcgcsv.com/pnQ2,2025-03-06T21:37:09.21,1,0.59,0.62,11.69,,,1st Edition Rainbow Foil,Common,CRU019,Action,Attack,Brute,1,,,4,3,1,"<em>""Nobody says that about my Mama."" - Thuk</em>"
225919,"Swing Fist, Think Later (Red)",Swing Fist Think Later Red,https://tcgplayer-cdn.tcgplayer.com/product/225919_200w.jpg,62,2724,https://cpt.tcgcsv.com/pnQ2,2025-03-06T21:37:09.21,1,0.02,0.19,1.4,0.04,,Unlimited Edition Normal,Common,CRU019,Action,Attack,Brute,1,,,4,3,1,"<em>""Nobody says that about my Mama."" - Thuk</em>"
225919,"Swing Fist, Think Later (Red)",Swing Fist Think Later Red,https://tcgplayer-cdn.tcgplayer.com/product/225919_200w.jpg,62,2724,https://cpt.tcgcsv.com/pnQ2,2025-03-06T21:37:09.21,1,0.01,0.25,0.95,,,Unlimited Edition Rainbow Foil,Common,CRU019,Action,Attack,Brute,1,,,4,3,1,"<em>""Nobody says that about my Mama."" - Thuk</em>"
225920,"Swing Fist, Think Later (Yellow)",Swing Fist Think Later Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225920_200w.jpg,62,2724,https://cpt.tcgcsv.com/qnQ2,2025-03-06T21:37:13.03,1,0.02,0.15,1.4,0.06,,Unlimited Edition Normal,Common,CRU020,Action,Attack,Brute,2,,,3,3,1,"<em>""Nobody says that about my Mama."" - Thuk</em>"
225920,"Swing Fist, Think Later (Yellow)",Swing Fist Think Later Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225920_200w.jpg,62,2724,https://cpt.tcgcsv.com/qnQ2,2025-03-06T21:37:13.03,1,0.25,0.97,13.69,,,1st Edition Rainbow Foil,Common,CRU020,Action,Attack,Brute,2,,,3,3,1,"<em>""Nobody says that about my Mama."" - Thuk</em>"
